qId,segmentId,type,difficulty,tag1,tag2,tag3,lawTag,revisionFlag,conceptId,variantGroupId,source_ref,imageUrl,stem,choiceA,choiceB,choiceC,choiceD,choiceE,explainA,explainB,explainC,explainD,explainE,correct,explainShort,explainLong,status,updatedAt
R4gakkaA-031,R4gakkaA,knowledge,3,躯体,特殊舗装,R4年度,,0,,,R4 学科A No.31,,"道路の排水性舗装に用いるポーラスアスファルト混合物の施工に関する次の記述のう ち,適当でないものはどれか。","敷均しは,異種の混合物を二層同時に敷き均せるアスファルトフィニッシャや,タックコート の散布装置付きフィニッシャが使用されることがある。","締固めは,供用後の耐久性及び機能性に大きく影響を及ぼすため,所定の締固め度を確保す ることが特に重要である。","敷均しは,通常のアスファルト舗装の場合と同様に行うが,温度の低下が通常の混合物より も早いため,できるだけ速やかに行う。","締固めは,所定の締固め度をタイヤローラによる初転圧及び二次転圧の段階で確保することが 望ましい。",,選択肢1. 敷均しは、異種の混合物を二層同時に敷き均せるアスファルトフィニッシャや、タックコートの散布装置付きフィニッシャが使用されることがある。適当です。設問の通り、ポーラスアスファルト混合物の敷均しは、異種の混合物を二層同時に敷き均せるアスファルトフィニッシャや、タックコートの散布装置付きフィニッシャが使用されることがあります。,選択肢2. 締固めは、供用後の耐久性及び機能性に大きく影響を及ぼすため、所定の締固め度を確保することが特に重要である。適当です。設問の通り、供用後の耐久性及び機能性に大きく影響を及ぼすため、所定の締固め度を確保することが特に重要です。,選択肢3. 敷均しは、通常のアスファルト舗装の場合と同様に行うが、温度の低下が通常の混合物よりも早いため、できるだけ速やかに行う。適当です。ポーラスアスファルト混合物は温度の低下が通常の混合物よりも早いため、敷均しはできるだけ速やかに行います。,選択肢4. 締固めは、所定の締固め度をタイヤローラによる初転圧及び二次転圧の段階で確保することが望ましい。不適当です。締固めは、所定の締固め度をロードローラによる初転圧及び二次転圧の段階で確保することが望ましいです。また、タイヤローラは仕上げ転圧の段階で使用します。,,D,ポーラスアスファルト混合物の施工に関する設問です。,,published,2026-02-14T18:04:32
R4gakkaA-032,R4gakkaA,knowledge,3,躯体,特殊舗装,R4年度,,0,,,R4 学科A No.32,,"道路の各種コンクリート舗装に関する次の記述のうち,適当でないものはどれか。","転圧コンクリート版は,単位水量の少ない硬練りコンクリートを,アスファルト舗装用の舗 設機械を使用して敷き均し,ローラによって締め固める。","連続鉄筋コンクリート版は,横方向鉄筋上に縦方向鉄筋をコンクリート打設直後に連続的に 設置した後,フレッシュコンクリートを振動締固めによって締め固める。","プレキャストコンクリート版は,あらかじめ工場で製作したコンクリート版を路盤上に敷設 し,必要に応じて相互のコンクリート版をバー等で結合して築造する。","普通コンクリート版は,フレッシュコンクリートを振動締固めによってコンクリート版とする もので,版と版の間の荷重伝達を図るバーを用いて目地を設置する。",,選択肢1. 転圧コンクリート版は、単位水量の少ない硬練りコンクリートを、アスファルト舗装用の舗設機械を使用して敷き均し、ローラによって締め固める。適当です。転圧コンクリート版は単位水量の少ない超硬練りのコンクリートを用いたコンクリート舗装ですが、アスファルトフィニッシャなどのアスファルト舗装用の舗設機械を使用でき、振動ローラ及びタイヤローラ等で転圧を行います。,選択肢2. 連続鉄筋コンクリート版は、横方向鉄筋上に縦方向鉄筋をコンクリート打設直後に連続的に設置した後、フレッシュコンクリートを振動締固めによって締め固める。不適当です。連続鉄筋コンクリート版は、横方向鉄筋上に縦方向鉄筋をコンクリート打設前に連続的に設置した後、フレッシュコンクリートを振動締固めによって締め固めます。,選択肢3. プレキャストコンクリート版は、あらかじめ工場で製作したコンクリート版を路盤上に敷設し、必要に応じて相互のコンクリート版をバー等で結合して築造する。適当です。設問の通り、プレキャストコンクリート版は、あらかじめ工場で製作したコンクリート版を路盤上に敷設し、必要に応じて相互のコンクリート版をバー等で結合して築造します。,選択肢4. 普通コンクリート版は、フレッシュコンクリートを振動締固めによってコンクリート版とするもので、版と版の間の荷重伝達を図るバーを用いて目地を設置する。適当です。設問の通り、普通コンクリート版は、フレッシュコンクリートを振動締固めによってコンクリート版とし、版と版の間の荷重伝達を図るバーを用いて目地を設置します。,,B,道路の各種コンクリート舗装に関する問題です。,,published,2026-02-14T18:04:32
R4gakkaA-033,R4gakkaA,knowledge,3,躯体,基礎・杭工事,R4年度,,0,,,R4 学科A No.33,,"ダムの基礎処理として行うグラウチングに関する次の記述のうち,適当でないものは どれか。","ダムの基礎グラウチングの施工方法として,上位から下位のステージに向かって削孔と注 入を交互に行っていくステージ注入工法がある。","ブランケットグラウチングは,コンクリートダムの着岩部付近を対象に遮水性を改良するこ とを目的として実施するグラウチングである。","コンソリデーショングラウチングは,カーテングラウチングとあいまって遮水性を改良する ことを目的として実施するグラウチングである。","カーテングラウチングは,ダムの基礎地盤とリム部の地盤の水みちとなる高透水部の遮水性を 改良することを目的として実施するグラウチングである。",,選択肢1. ダムの基礎グラウチングの施工方法として、上位から下位のステージに向かって削孔と注入を交互に行っていくステージ注入工法がある。適当です。ダムの基礎グラウチングの施工方法の一つ、「ステージ注入工法」に関して述べています。ステージ注入工法は、中結及び緩結性グラウトで上位から下位のステージに向かって削孔と注入を交互に行う低圧浸透注入工法です。,選択肢2. ブランケットグラウチングは、コンクリートダムの着岩部付近を対象に遮水性を改良することを目的として実施するグラウチングである。不適当です。ブランケットグラウチングは、ロックフィルダムのコア着岩部付近を対象に遮水性を改良することを目的としています。,選択肢3. コンソリデーショングラウチングは、カーテングラウチングとあいまって遮水性を改良することを目的として実施するグラウチングである。適当です。コンソリデーショングラウチングは、比較的浅い範囲を対象に行われ、基礎岩盤の強度や変形に対する改良をするグラウチングです。もちろん設問の通り、遮水性の改良にも期待できます。,選択肢4. カーテングラウチングは、ダムの基礎地盤とリム部の地盤の水みちとなる高透水部の遮水性を改良することを目的として実施するグラウチングである。適当です。カーテングラウチングは、ダムの基礎地盤にカーテン状にグラウチングを行い、リム部の地盤の水みちとなる高透水部の遮水性の改良を期待できます。また、ダムの直下や両翼部で行われることが多いです。,,B,ダムの基礎処理として行われるグラウチングに関する設問です。,,published,2026-02-14T18:04:32
R4gakkaA-034,R4gakkaA,knowledge,3,仕上げ,コンクリート工学,R4年度,,0,,,R4 学科A No.34,,"ダムコンクリートの工法に関する次の記述のうち,適当でないものはどれか。","RCD 用コンクリートは,ブルドーザによって,一般的に0.75 m リフトの場合には3層,1m リフトの場合には4層と薄層に敷き均し,振動ローラで締め固める。","ダムコンクリートの打込みは,一般的に有スランプコンクリートは1時間当り4mm 以上, RCD 用コンクリートは1時間当り2mm 以上の降雨強度時に中止することが多い。","RCD 用コンクリートの練混ぜから締固めまでの許容時間は,できるだけ速やかに行うものと し,夏季では3時間程度,冬季では4時間程度を標準とする。","ダムコンクリートに用いる骨材の貯蔵においては,安定した表面水率を確保するため,特に 粗骨材は雨水を避ける上屋を設け,7日以上の水切り時間を確保する。",,選択肢1. RCD用コンクリートは、ブルドーザによって、一般的に0.75mリフトの場合には3層、1mリフトの場合には4層と薄層に敷き均し、振動ローラで締め固める。適当です。RCD用コンクリートは、敷均しはブルドーザによって、一般的に0.75mリフトの場合には3層、1mリフトの場合には4層と薄層に敷き均し、振動ローラで締固めを行います。また、1層当たりの敷均し厚さは、振動ローラで締め固めた後に多少沈むことを踏まえて27cm程度にしている例が多いです。,選択肢2. ダムコンクリートの打込みは、一般的に有スランプコンクリートは1時間当り4mm以上、RCD用コンクリートは1時間当り2mm以上の降雨強度時に中止することが多い。適当です。設問の通り、ダムコンクリートの打込みは、一般的に有スランプコンクリートは1時間当り4mm以上、RCD用コンクリートは1時間当り2mm以上の降雨強度時に中止することが多いです。,選択肢3. RCD用コンクリートの練混ぜから締固めまでの許容時間は、できるだけ速やかに行うものとし、夏季では3時間程度、冬季では4時間程度を標準とする。適当です。RCD用コンクリートは超硬練りでスランプが発生しません。また設問の通り、RCD用コンクリートの練混ぜから締固めまでの許容時間は、できるだけ速やかに行うものとし、夏季では3時間程度、冬季では4時間程度を標準とします。,選択肢4. ダムコンクリートに用いる骨材の貯蔵においては、安定した表面水率を確保するため、特に粗骨材は雨水を避ける上屋を設け、7日以上の水切り時間を確保する。不適当です。ダムコンクリートに用いる骨材の貯蔵においては、安定した表面水率を確保するため、特に細骨材は雨水を避ける上屋を設け、7日以上の水切り時間を確保します。,,D,ダムコンクリートの工法に関する設問です。過去問にも同様の出題が複数ありますので、復習しておきましょう。,,published,2026-02-14T18:04:32
R4gakkaA-035,R4gakkaA,knowledge,3,仕上げ,山岳トンネル,R4年度,,0,,,R4 学科A No.35,,"トンネルの山岳工法における掘削工法に関する次の記述のうち,適当でないものはど れか。","導坑先進工法は,導坑をトンネル断面内に設ける場合は,前方の地質確認や水抜き等の効果が あり,導坑設置位置によって,頂設導坑,中央導坑,底設導坑等がある。","ベンチカット工法は,一般に上部半断面と下部半断面に分割して掘進する工法であり,地山 の良否に応じてベンチ長を決定する。","補助ベンチ付き全断面工法は,ベンチを付けることにより切羽の安定を図る工法であり,地山 の大きな変位や地表面沈下を抑制するために,一次インバートを早期に施工する場合もある。","全断面工法は,地質が安定しない地山等で採用され,施工途中での地山条件の変化に対する 順応性が高い。",,選択肢1. 導坑先進工法は、導坑をトンネル断面内に設ける場合は、前方の地質確認や水抜き等の効果があり、導坑設置位置によって、頂設導坑、中央導坑、底設導坑等がある。適当です。導坑先進工法は、トンネルの断面を複数区分に分けて掘削を行う方法です。軟弱な地質の場合によく用いられます。設問の通り、導坑をトンネル断面内に設ける場合は、前方の地質確認や水抜き等の効果があり、導坑設置位置によって、頂設導坑、中央導坑、底設導坑等があります。,選択肢2. ベンチカット工法は、一般に上部半断面と下部半断面に分割して掘進する工法であり、地山の良否に応じてベンチ長を決定する。適当です。設問の通り、ベンチカット工法は、一般に上部半断面と下部半断面に分割して掘進する工法であり、地山の良否に応じてベンチ長を決定します。また、多段ベンチカット工法という3段以上に分ける場合もあります。,選択肢3. 補助ベンチ付き全断面工法は、ベンチを付けることにより切羽の安定を図る工法であり、地山の大きな変位や地表面沈下を抑制するために、一次インバートを早期に施工する場合もある。適当です。設問の通り、補助ベンチ付き全断面工法は、ベンチを付けることにより切羽の安定を図る工法です。地山の大きな変位や地表面沈下を抑制するために、一次インバートを早期に施工する場合もあります。,選択肢4. 全断面工法は、地質が安定しない地山等で採用され、施工途中での地山条件の変化に対する順応性が高い。不適当です。全断面工法は、地質が安定している小断面のトンネルなどで採用されます。また自由断面工法の方が、自由な断面で掘削できる分施工途中での地山条件の変化に対する順応性が高いです。,,D,トンネルの山岳工法における掘削工法に関する設問です。,,published,2026-02-14T18:04:32
R4gakkaA-036,R4gakkaA,knowledge,3,仕上げ,山岳トンネル,R4年度,,0,,,R4 学科A No.36,,"トンネルの山岳工法における切羽安定対策に関する次の記述のうち,適当でないもの はどれか。","天端部の安定対策は,天端の崩落防止対策として実施するもので,充填式フォアポーリング, 注入式フォアポーリング,サイドパイル等がある。","鏡面の安定対策は,鏡面の崩壊防止対策として実施するもので,鏡吹付けコンクリート,鏡 ボルト,注入工法等がある。","脚部の安定対策は,脚部の沈下防止対策として実施するもので,仮インバート,レッグパイ ル,ウィングリブ付き鋼製支保工等がある。","地下水対策は,湧水による切羽の不安定化防止対策として実施するもので,水抜きボーリン グ,水抜き坑,ウェルポイント等がある。",,選択肢1. 天端部の安定対策は、天端の崩落防止対策として実施するもので、充填式フォアポーリング、注入式フォアポーリング、サイドパイル等がある。不適当です。設問の通り、天端部の安定対策は、天端の崩落防止対策として実施しますが、サイドパイルやフットパイルは側壁や脚部の安定対策に用いられます。,選択肢2. 鏡面の安定対策は、鏡面の崩壊防止対策として実施するもので、鏡吹付けコンクリート、鏡ボルト、注入工法等がある。適当です。設問の通り、鏡面の安定対策は、鏡面の崩壊防止対策として実施するものです。また、鏡吹付けコンクリート、鏡ボルト、注入工法等があります。,選択肢3. 脚部の安定対策は、脚部の沈下防止対策として実施するもので、仮インバート、レッグパイル、ウィングリブ付き鋼製支保工等がある。適当です。設問の通り、脚部の安定対策は、脚部の沈下防止対策として実施するものです。また、仮インバート、レッグパイル、ウィングリブ付き鋼製支保工等があります。,選択肢4. 地下水対策は、湧水による切羽の不安定化防止対策として実施するもので、水抜きボーリング、水抜き坑、ウェルポイント等がある。適当です。設問の通り、地下水対策は、湧水による切羽の不安定化防止対策として実施するものです。また工法は、水抜きボーリング、水抜き坑、ウェルポイント等があります。,,A,トンネルの山岳工法における切羽安定対策に関する設問です。,,published,2026-02-14T18:04:32
R4gakkaA-037,R4gakkaA,knowledge,3,仕上げ,河川,R4年度,,0,,,R4 学科A No.37,,海岸堤防の根固工の施工に関する次の記述のうち、適当でないものはどれか。,"異形ブロック根固工は,適度のかみ合わせ効果を期待する意味から天端幅は最小限2個並 び,層厚は2層以上とすることが多い。","異形ブロック根固工は,異形ブロック間の空隙が大きいため,その下部に空隙の大きい捨石 層を設けることが望ましい。","捨石根固工を汀線付近に設置する場合は,地盤を掘り込むか,天端幅を広くとることにより, 海底土砂の吸い出しを防止する。","捨石根固工は,一般に表層に所要の質量の捨石を3個並び以上とし,中詰石を用いる場合 は,表層よりも質量の小さいものを用いる。",,選択肢1. 異形ブロック根固工は、適度のかみ合わせ効果を期待する意味から天端幅は最小限2個並び、層厚は2層以上とすることが多い。適当です。設問のとおり、異形ブロック根固工は、適度のかみ合わせ効果を期待する意味から天端幅は最小限2個並び、層厚は2層以上とすることが多く、強固な構造が求められます。,選択肢2. 異形ブロック根固工は、異形ブロック間の空隙が大きいため、その下部に空隙の大きい捨石層を設けることが望ましい。不適当です。異形ブロック根固工は、異形ブロック間の空隙が大きいため、その下部に空隙の小さい捨石層を設けて空隙を減らすことが望ましいです。,選択肢3. 捨石根固工を汀線付近に設置する場合は、地盤を掘り込むか、天端幅を広くとることにより、海底土砂の吸い出しを防止する。適当です。設問のとおり、捨石根固工を汀線付近に設置する場合は、１m以上地盤を掘り込むか、天端幅を広くとることにより、海底土砂の吸い出しを防止します。,選択肢4. 捨石根固工は、一般に表層に所要の質量の捨石を3個並び以上とし、中詰石を用いる場合は、表層よりも質量の小さいものを用いる。適当です。設問のとおり、捨石根固工は、一般に表層に所要の質量の捨石を3個並び以上とし、中詰石を用いる場合は、表層よりも質量の小さい1/10～1/20のものを用います。,,B,海岸堤防の根固工の施工に関する設問です。,,published,2026-02-14T18:04:32
R4gakkaA-038,R4gakkaA,knowledge,3,仕上げ,海岸,R4年度,,0,,,R4 学科A No.38,,"海岸の潜堤・人工リーフの機能や特徴に関する次の記述のうち,適当でないものはど れか。","潜堤・人工リーフは,その天端水深,天端幅により堤体背後への透過波が変化し,波高の大き い波浪はほとんど透過し,小さい波浪を選択的に減衰させるものである。","潜堤・人工リーフは,天端が海面下であり,構造物が見えないことから景観を損なわないが, 船舶の航行,漁船の操業等の安全に配慮しなければならない。","人工リーフは天端水深をある程度深くし,反射波を抑える一方,天端幅を広くすることによ り,波の進行に伴う波浪減衰を効果的に得るものである。","潜堤は天端幅が狭く,天端水深を浅くし,反射波と強制砕波によって波浪減衰効果を得るも のである。",,選択肢1. 潜堤・人工リーフは、その天端水深、天端幅により堤体背後への透過波が変化し、波高の大きい波浪はほとんど透過し、小さい波浪を選択的に減衰させるものである。不適当です。潜堤・人工リーフは、波高の大きい波浪を沖のほうで砕波させ、波の小さい海域を生み出せます。海岸付近に浅瀬を作ることができるため、海水浴場などに利用されることが多いです。,選択肢2. 潜堤・人工リーフは、天端が海面下であり、構造物が見えないことから景観を損なわないが、船舶の航行、漁船の操業等の安全に配慮しなければならない。適当です。設問のとおり、潜堤・人工リーフは、自然に存在するサンゴ礁をモチーフにしている構造物のため、景観を損なうことがありません。もちろん、海面下で構造物が見えないことから、船舶の航行、漁船の操業等の安全に配慮しなければなりません。,選択肢3. 人工リーフは天端水深をある程度深くし、反射波を抑える一方、天端幅を広くすることにより、波の進行に伴う波浪減衰を効果的に得るものである。適当です。設問のとおり、人工リーフは天端水深をある程度深くし、反射波を抑える一方、天端幅を広くすることにより、波の進行に伴う波浪減衰を効果的に得るものです。,選択肢4. 潜堤は天端幅が狭く、天端水深を浅くし、反射波と強制砕波によって波浪減衰効果を得るものである。適当です。設問のとおり、潜堤は天端幅が狭く、天端水深を浅くし、反射波と強制砕波によって波浪減衰効果を得るものです。また、天端幅を広く、天端水深を深くしている潜堤を特に人工リーフと呼んでいます。,,A,海岸の潜堤・人工リーフの機能や特徴に関する設問です。,,published,2026-02-14T18:04:32
R4gakkaA-039,R4gakkaA,knowledge,3,仕上げ,特殊基礎,R4年度,,0,,,R4 学科A No.39,,"ケーソンの施工に関する次の記述のうち,適当でないものはどれか。","ケーソン製作に用いるケーソンヤードには,斜路式,ドック式,吊り降し方式等があり,製作 函数,製作期間,製作条件,用地面積,土質条件,据付現場までの距離,工費等を検討して 最適な方式を採用する。","ケーソンの据付けは,函体が基礎マウンド上に達する直前でいったん注水を中止し,最終 的なケーソン引寄せを行い,据付け位置を確認,修正を行ったうえで一気に注水着底させる。","ケーソン据付け時の注水方法は,気象,海象の変わりやすい海上の作業を手際よく進める ために,できる限り短時間で,かつ,隔室ごとに順次満水にする。","ケーソンの中詰作業は,ケーソンの安定を図るためにケーソン据付け後直ちに行う必要があ り,ケーソンの不同沈下や傾斜を避けるため,中詰材がケーソンの各隔室でほぼ均等に立ち上 がるように中詰材を投入する。",,選択肢1. ケーソン製作に用いるケーソンヤードには、斜路式、ドック式、吊り降し方式等があり、製作函数、製作期間、製作条件、用地面積、土質条件、据付現場までの距離、工費等を検討して最適な方式を採用する。適当です。設問のとおり、ケーソン製作に用いるケーソンヤードには、斜路式、ドック式、吊り降し方式等があります。また、製作函数、製作期間、製作条件、用地面積、土質条件、据付現場までの距離、工費等を検討して最適な方式を採用します。,選択肢2. ケーソンの据付けは、函体が基礎マウンド上に達する直前でいったん注水を中止し、最終的なケーソン引寄せを行い、据付け位置を確認、修正を行ったうえで一気に注水着底させる。適当です。設問のとおり、ケーソンの据付けは、函体が基礎マウンド上に達する直前でいったん注水を中止し、最終的なケーソン引寄せを行い、据付け位置を確認、修正を行ったうえで一気に注水着底させます。,選択肢3. ケーソン据付け時の注水方法は、気象、海象の変わりやすい海上の作業を手際よく進めるために、できる限り短時間で、かつ、隔室ごとに順次満水にする。不適当です。ケーソン据付け時の注水方法は、気象、海象の変わりやすい海上の作業を手際よく進めるために、隔室ごとに平均的に満水にします。,選択肢4. ケーソンの中詰作業は、ケーソンの安定を図るためにケーソン据付け後直ちに行う必要があり、ケーソンの不同沈下や傾斜を避けるため、中詰材がケーソンの各隔室でほぼ均等に立ち上がるように中詰材を投入する。適当です。設問のとおり、ケーソンの中詰作業は、ケーソンの安定を図るためにケーソン据付け後直ちに行う必要があります。また、ケーソンの不同沈下や傾斜を避けるため、中詰材がケーソンの各隔室でほぼ均等に立ち上がるように中詰材を投入します。,,C,ケーソンの施工に関する設問です。,,published,2026-02-14T18:04:32
R4gakkaA-040,R4gakkaA,knowledge,3,仕上げ,防波堤,R4年度,,0,,,R4 学科A No.40,,"港湾の防波堤の施工に関する次の記述のうち,適当でないものはどれか。","ケーソン式の直立堤は,海上施工で必要となる工種は少ないものの,荒天日数の多い場所で は海上施工日数に著しく制限を受ける。","ブロック式の直立堤は,施工が確実で容易であり,施工設備が簡単であるが,海上作業期 間は一般的に長く,ブロック数が多い場合には,広い製作用地を必要とする。","傾斜堤は,施工設備が簡単,工程が単純,施工管理が容易であるが,水深が大きくなれば, 多量の材料及び労力を必要とする。","混成堤は,石材等の資材の入手の難易度や価格等を比較し,捨石部と直立部の高さの割合を 調整して,経済的な断面とすることが可能である。",,選択肢1. ケーソン式の直立堤は、海上施工で必要となる工種は少ないものの、荒天日数の多い場所では海上施工日数に著しく制限を受ける。不適当です。ケーソン式の直立堤は、海上施工で必要となる工種は多く、荒天日数の多い場所では海上施工日数に著しく制限を受けます。また作業工種だけでなく製作や施工設備も必要になりますが、本体製作はドライワークが可能なため確実に施工が行えます。,選択肢2. ブロック式の直立堤は、施工が確実で容易であり、施工設備が簡単であるが、海上作業期間は一般的に長く、ブロック数が多い場合には、広い製作用地を必要とする。適当です。設問の通り、ブロック式の直立堤は、施工が確実で容易であり、施工設備が簡単です。また、海上作業期間は一般的に長く、ブロック数が多い場合には、広い製作用地を必要とします。ケーソン式に比べると各ブロックの結合が不十分なので、一体性では劣ります。,選択肢3. 傾斜堤は、施工設備が簡単、工程が単純、施工管理が容易であるが、水深が大きくなれば、多量の材料及び労力を必要とする。適当です。設問の通り、傾斜堤は、施工設備が簡単、工程が単純、施工管理が容易です。また、一般的に水深の浅い場所で用いられますが、水深が大きくなるほど多量の材料及び労力を必要とします。,選択肢4. 混成堤は、石材等の資材の入手の難易度や価格等を比較し、捨石部と直立部の高さの割合を調整して、経済的な断面とすることが可能である。適当です。設問の通り、混成堤は、石材等の資材の入手の難易度や価格等を比較し、捨石部と直立部の高さの割合を調整して、経済的な断面とすることができます。さらに、施工法・施工設備についていくつもあり、選定できます。,,A,港湾の防波堤の施工に関する設問です。過去問にも同様の出題があります。,,published,2026-02-14T18:04:32
R4gakkaA-041,R4gakkaA,knowledge,3,仕上げ,路床・路盤,R4年度,,0,,,R4 学科A No.41,,"鉄道の路床の施工に関する次の記述のうち,適当でないものはどれか。","路床は,軌道及び路盤を安全に支持し,安定した列車走行と良好な保守性を確保するととも に,軌道及び路盤に変状を発生させない等の機能を有するものとする。","路床の範囲に軟弱な層が存在する場合には,軌道の保守性の低下や,走行安定性に影響が生 じるおそれがあるため,軟弱層は地盤改良を行うものとする。","切土及び素地における路床の範囲は,一般に列車荷重の影響が大きい施工基面から下3m ま でのうち,路盤を除いた地盤部をいう。","地下水及び路盤からの浸透水の排水を図るため,路床の表面には排水工設置位置へ向かって 10 %程度の適切な排水勾配を設ける。",,選択肢1. 路床は、軌道及び路盤を安全に支持し、安定した列車走行と良好な保守性を確保するとともに、軌道及び路盤に変状を発生させない等の機能を有するものとする。適当です。設問の通り、路床は、軌道及び路盤を安全に支持し、安定した列車走行と良好な保守性を確保します。また、軌道及び路盤に変状を発生させない等の機能を有します。,選択肢2. 路床の範囲に軟弱な層が存在する場合には、軌道の保守性の低下や、走行安定性に影響が生じるおそれがあるため、軟弱層は地盤改良を行うものとする。適当です。設問の通り、路床の範囲に軟弱な層が存在する場合には、軌道の保守性の低下や、走行安定性に影響が生じるおそれがあるため、軟弱層は地盤改良を行います。,選択肢3. 切土及び素地における路床の範囲は、一般に列車荷重の影響が大きい施工基面から下3mまでのうち、路盤を除いた地盤部をいう。適当です。設問の通り、切土及び素地における路床の範囲は、一般に列車荷重の影響が大きい施工基面から下3mまでのうち、路盤を除いた地盤部をいいます。,選択肢4. 地下水及び路盤からの浸透水の排水を図るため、路床の表面には排水工設置位置へ向かって10％程度の適切な排水勾配を設ける。不適当です。地下水及び路盤からの浸透水の排水を図るため、路床の表面には排水工設置位置へ向かって3％程度の適切な排水勾配を設けます。,,D,鉄道の路床の施工に関する設問です。,,published,2026-02-14T18:04:32
R4gakkaA-042,R4gakkaA,knowledge,3,仕上げ,鉄道,R4年度,,0,,,R4 学科A No.42,,"鉄道の軌道における維持・管理に関する次の記述のうち,適当なものはどれか。","ロングレールでは,温度変化による伸縮が全長にわたって発生する。","犬くぎは,マクラギ上のレールの位置を保ち,レールの浮き上がりを防止するためのものとし て使用される。","重いレールを使用すると保守量が増加するため,走行する車両の荷重,速度,輸送量等に 応じて使用するレールを決める必要がある。","直線区間ではレール頭部が摩耗し,曲線区間では曲線の内側レールが顕著に摩耗する。",,選択肢1. ロングレールでは、温度変化による伸縮が全長にわたって発生する。不適当です。ロングレールでは、温度変化による伸縮が両端から一定の範囲に限って発生します。また、両端部で伸縮が大きくなります。,選択肢2. 犬くぎは、マクラギ上のレールの位置を保ち、レールの浮き上がりを防止するためのものとして使用される。適当です。設問の通り、犬くぎは、マクラギ上のレールの位置を保ち、レールの浮き上がりを防止するためのものとして使用されます。,選択肢3. 重いレールを使用すると保守量が増加するため、走行する車両の荷重、速度、輸送量等に応じて使用するレールを決める必要がある。不適当です。重いレールを使用すると保守量が減少します。また減少するために、走行する車両の荷重、速度、輸送量等に応じて使用するレールを決める必要があります。,選択肢4. 直線区間ではレール頭部が摩耗し、曲線区間では曲線の内側レールが顕著に摩耗する。不適当です。直線区間ではレール頭部が摩耗し、曲線区間では曲線の外側レールが顕著に摩耗します。接地面を想像すると理解しやすいと思います。,,B,鉄道の軌道における維持・管理に関する設問です。,,published,2026-02-14T18:04:32
R4gakkaA-043,R4gakkaA,knowledge,3,仕上げ,鉄道,R4年度,,0,,,R4 学科A No.43,,"鉄道(在来線)の営業線及びこれに近接して工事を施工する場合の保安対策に関する 次の記述のうち,適当でないものはどれか。","踏切と同種の設備を備えた工事用通路には,工事用しゃ断機,列車防護装置,列車接近警報機 を備えておくものとする。","建設用大型機械の留置場所は,直線区間の建築限界の外方1m 以上離れた場所で,かつ列 車の運転保安及び旅客公衆等に対し安全な場所とする。","線路閉鎖工事実施中の線閉責任者の配置については,必要により一時的に現場を離れた場合 でも速やかに現場に帰還できる範囲内とする。","列車見張員は,停電時刻の10分前までに,電力指令に作業の申込みを行い,き電停止の要 請を行う。",,選択肢1. 踏切と同種の設備を備えた工事用通路には、工事用しゃ断機、列車防護装置、列車接近警報機を備えておくものとする。適当です。設問の通り、踏切と同種の設備を備えた工事用通路には、工事用しゃ断機、列車防護装置、列車接近警報機を備えておきます。,選択肢2. 建設用大型機械の留置場所は、直線区間の建築限界の外方1m以上離れた場所で、かつ列車の運転保安及び旅客公衆等に対し安全な場所とする。適当です。設問の通り、建設用大型機械の留置場所は、直線区間の建築限界の外方1m以上離れた場所で、かつ列車の運転保安及び旅客公衆等に対し安全な場所とします。,選択肢3. 線路閉鎖工事実施中の線閉責任者の配置については、必要により一時的に現場を離れた場合でも速やかに現場に帰還できる範囲内とする。適当です。設問の通り、線路閉鎖工事実施中の線閉責任者の配置は、必要に応じて一時的に現場を離れた場合でも速やかに現場に帰還できる範囲内とします。,選択肢4. 列車見張員は、停電時刻の10分前までに、電力指令に作業の申込みを行い、き電停止の要請を行う。不適当です。停電時刻の10分前までに、電力指令に作業の申込みを行い、き電停止の要請を行うのは、列車見張員ではなく停電責任者です。,,D,鉄道（在来線）の営業線及びこれに近接して工事を施工する場合の保安対策に関する設問です。,,published,2026-02-14T18:04:32
